tech,scope,firms,measure,mean,ci_low,ci_high,base_mean,git_commit,git_dirty,run_date
risk_intel,all,10,bullwhip_DC,0.0,0.0,0.0,8.097005523326827,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
risk_intel,all,10,bullwhip_MFG,0.0,0.0,0.0,23.944031385413812,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
risk_intel,all,10,bullwhip_CM,0.0,0.0,0.0,106.60575902029146,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
risk_intel,tier,4,network_profit,-1160066.6666666667,-1252481.9191054795,-1067651.414227854,42097347577.692,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
risk_intel,tier,4,network_profit_with_inventory,-1160066.6666666667,-1252481.9191054795,-1067651.414227854,41399307504.953445,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
risk_intel,tier,4,satisfaction_index,0.0,0.0,0.0,0.9614914698367085,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
risk_intel,tier,4,fill_rate,0.0,0.0,0.0,0.9835936735168377,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
risk_intel,tier,4,retail_on_time_rate,0.0,0.0,0.0,0.9134991801295925,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
risk_intel,tier,4,quality_mean,0.0,0.0,0.0,0.9782243951970597,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
risk_intel,tier,4,co2_kg,0.0,0.0,0.0,2975435457.861808,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
risk_intel,tier,4,costs_tech,1160066.6666666667,1067651.414227854,1252481.9191054795,0.0,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
risk_intel,tier,4,costs_holding,0.0,0.0,0.0,1212962200.4356668,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
risk_intel,tier,4,costs_shipping,0.0,0.0,0.0,4516546662.023,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
risk_intel,tier,4,costs_stockout,0.0,0.0,0.0,316103452.5773334,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
risk_intel,tier,4,scrap_value,0.0,0.0,0.0,2534818648.414666,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
risk_intel,tier,4,costs_handling,0.0,0.0,0.0,2161722.944,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
risk_intel,tier,4,bullwhip_DC,0.0,0.0,0.0,8.097005523326827,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
risk_intel,tier,4,bullwhip_MFG,0.0,0.0,0.0,23.944031385413812,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
risk_intel,tier,4,bullwhip_CM,0.0,0.0,0.0,106.60575902029146,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,all,10,network_profit,298999518.3170008,265463127.63348013,332535909.0005215,42097347577.692,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,all,10,network_profit_with_inventory,298999518.3170016,265463127.63348094,332535909.0005222,41399307504.953445,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,all,10,satisfaction_index,0.0,0.0,0.0,0.9614914698367085,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,all,10,fill_rate,0.0,0.0,0.0,0.9835936735168377,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,all,10,retail_on_time_rate,0.0,0.0,0.0,0.9134991801295925,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,all,10,quality_mean,0.0,0.0,0.0,0.9782243951970597,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,all,10,co2_kg,-148166069.51816833,-155948422.282833,-140383716.75350365,2975435457.861808,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,all,10,costs_tech,6574400.0,6359222.585779928,6789577.414220072,0.0,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,all,10,costs_holding,0.0,0.0,0.0,1212962200.4356668,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,all,10,costs_shipping,-305573918.32199997,-339103484.26389223,-272044352.3801077,4516546662.023,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,all,10,costs_stockout,0.0,0.0,0.0,316103452.5773334,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,all,10,scrap_value,0.0,0.0,0.0,2534818648.414666,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,all,10,costs_handling,0.0,0.0,0.0,2161722.944,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,all,10,bullwhip_DC,0.0,0.0,0.0,8.097005523326827,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,all,10,bullwhip_MFG,0.0,0.0,0.0,23.944031385413812,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,all,10,bullwhip_CM,0.0,0.0,0.0,106.60575902029146,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,tier,4,network_profit,-569044.3743326823,-724550.151738448,-413538.59692691674,42097347577.692,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,tier,4,network_profit_with_inventory,-569044.3743319194,-724550.1517374577,-413538.596926381,41399307504.953445,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,tier,4,satisfaction_index,0.0,0.0,0.0,0.9614914698367085,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,tier,4,fill_rate,0.0,0.0,0.0,0.9835936735168377,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,tier,4,retail_on_time_rate,0.0,0.0,0.0,0.9134991801295925,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,tier,4,quality_mean,0.0,0.0,0.0,0.9782243951970597,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,tier,4,co2_kg,-35677124.10000623,-40220876.32404886,-31133371.875963595,2975435457.861808,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,tier,4,costs_tech,2705600.0,2539896.3156741154,2871303.6843258846,0.0,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,tier,4,costs_holding,0.0,0.0,0.0,1212962200.4356668,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,tier,4,costs_shipping,-2136555.609000079,-2384089.463579381,-1889021.7544207769,4516546662.023,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,tier,4,costs_stockout,0.0,0.0,0.0,316103452.5773334,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,tier,4,scrap_value,0.0,0.0,0.0,2534818648.414666,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,tier,4,costs_handling,0.0,0.0,0.0,2161722.944,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,tier,4,bullwhip_DC,0.0,0.0,0.0,8.097005523326827,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,tier,4,bullwhip_MFG,0.0,0.0,0.0,23.944031385413812,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
routing,tier,4,bullwhip_CM,0.0,0.0,0.0,106.60575902029146,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
wh_robotics,all,4,network_profit,64560831.25266723,43383562.16382173,85738100.34151274,42097347577.692,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
wh_robotics,all,4,network_profit_with_inventory,65031691.42375539,43157130.51040606,86906252.33710472,41399307504.953445,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
wh_robotics,all,4,satisfaction_index,0.0038408928520363077,0.0032000075203356244,0.004481778183736991,0.9614914698367085,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
wh_robotics,all,4,fill_rate,0.001354052247954026,0.0009861579569547894,0.0017219465389532625,0.9835936735168377,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
wh_robotics,all,4,retail_on_time_rate,0.010544768109503866,0.008932249792890885,0.012157286426116846,0.9134991801295925,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
wh_robotics,all,4,quality_mean,2.1814760404044914e-06,-7.257573346217647e-06,1.162052542702663e-05,0.9782243951970597,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
wh_robotics,all,4,co2_kg,3981169.108958276,2566151.717627121,5396186.500289431,2975435457.861808,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
wh_robotics,all,4,costs_tech,17078000.0,16071342.719880674,18084657.280119326,0.0,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
wh_robotics,all,4,costs_holding,2752511.318666649,1730685.5206332183,3774337.1167000798,1212962200.4356668,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
wh_robotics,all,4,costs_shipping,6582733.557666651,4537084.022013784,8628383.093319517,4516546662.023,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
wh_robotics,all,4,costs_stockout,-26085532.40366667,-33170236.283934385,-19000828.52339896,316103452.5773334,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
wh_robotics,all,4,scrap_value,4340059.371999963,2966579.540790264,5713539.203209663,2534818648.414666,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
wh_robotics,all,4,costs_handling,-273698.75233333337,-316536.207834326,-230861.2968323407,2161722.944,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
wh_robotics,all,4,bullwhip_DC,0.014686481226720567,-0.014168956948096487,0.04354191940153762,8.097005523326827,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
wh_robotics,all,4,bullwhip_MFG,0.050119912377339065,-0.10276872525856989,0.20300855001324802,23.944031385413812,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
wh_robotics,all,4,bullwhip_CM,-0.0291541230208864,-1.0601261179786117,1.0018178719368387,106.60575902029146,8601d4aa4e54b4c23d1775a41a62e096cb73757c,False,2026-09-25
